id,name,season,home_team_goal,away_team_goal,difference,total
4921,France Ligue 1,2008/2009,3,2,1,5
4922,France Ligue 1,2008/2009,1,1,0,2
4923,France Ligue 1,2008/2009,1,0,1,1
4924,France Ligue 1,2008/2009,0,2,-2,2
4925,France Ligue 1,2008/2009,1,4,-3,5
4926,France Ligue 1,2008/2009,1,3,-2,4
4927,France Ligue 1,2008/2009,3,2,1,5
4928,France Ligue 1,2008/2009,2,0,2,2
4929,France Ligue 1,2008/2009,2,0,2,2
4930,France Ligue 1,2008/2009,1,1,0,2
4931,France Ligue 1,2008/2009,1,1,0,2
4932,France Ligue 1,2008/2009,1,2,-1,3
4933,France Ligue 1,2008/2009,3,1,2,4
4934,France Ligue 1,2008/2009,0,1,-1,1
4935,France Ligue 1,2008/2009,2,1,1,3
4936,France Ligue 1,2008/2009,1,1,0,2
4937,France Ligue 1,2008/2009,1,2,-1,3
4938,France Ligue 1,2008/2009,1,1,0,2
4939,France Ligue 1,2008/2009,0,0,0,0
4940,France Ligue 1,2008/2009,1,2,-1,3
4941,France Ligue 1,2008/2009,2,1,1,3
4942,France Ligue 1,2008/2009,1,2,-1,3
4943,France Ligue 1,2008/2009,0,0,0,0
4944,France Ligue 1,2008/2009,0,2,-2,2
4945,France Ligue 1,2008/2009,1,1,0,2
4946,France Ligue 1,2008/2009,0,1,-1,1
4947,France Ligue 1,2008/2009,1,1,0,2
4948,France Ligue 1,2008/2009,0,0,0,0
4949,France Ligue 1,2008/2009,1,1,0,2
4950,France Ligue 1,2008/2009,1,0,1,1
4951,France Ligue 1,2008/2009,0,1,-1,1
4952,France Ligue 1,2008/2009,2,0,2,2
4953,France Ligue 1,2008/2009,1,1,0,2
4954,France Ligue 1,2008/2009,2,2,0,4
4955,France Ligue 1,2008/2009,1,1,0,2
4956,France Ligue 1,2008/2009,4,1,3,5
4957,France Ligue 1,2008/2009,1,0,1,1
4958,France Ligue 1,2008/2009,2,0,2,2
4959,France Ligue 1,2008/2009,2,1,1,3
4960,France Ligue 1,2008/2009,2,1,1,3
4961,France Ligue 1,2008/2009,2,0,2,2
4962,France Ligue 1,2008/2009,0,1,-1,1
4963,France Ligue 1,2008/2009,0,0,0,0
4964,France Ligue 1,2008/2009,2,2,0,4
4965,France Ligue 1,2008/2009,0,0,0,0
4966,France Ligue 1,2008/2009,2,0,2,2
4967,France Ligue 1,2008/2009,2,1,1,3
4968,France Ligue 1,2008/2009,3,0,3,3
4969,France Ligue 1,2008/2009,2,1,1,3
4970,France Ligue 1,2008/2009,0,1,-1,1
4971,France Ligue 1,2008/2009,1,0,1,1
4972,France Ligue 1,2008/2009,2,2,0,4
4973,France Ligue 1,2008/2009,0,2,-2,2
4974,France Ligue 1,2008/2009,3,2,1,5
4975,France Ligue 1,2008/2009,1,1,0,2
4976,France Ligue 1,2008/2009,1,3,-2,4
4977,France Ligue 1,2008/2009,2,1,1,3
4978,France Ligue 1,2008/2009,3,2,1,5
4979,France Ligue 1,2008/2009,2,0,2,2
4980,France Ligue 1,2008/2009,0,3,-3,3
4981,France Ligue 1,2008/2009,2,1,1,3
4982,France Ligue 1,2008/2009,3,1,2,4
4983,France Ligue 1,2008/2009,2,0,2,2
4984,France Ligue 1,2008/2009,2,0,2,2
4985,France Ligue 1,2008/2009,0,1,-1,1
4986,France Ligue 1,2008/2009,2,2,0,4
4987,France Ligue 1,2008/2009,0,0,0,0
4988,France Ligue 1,2008/2009,4,1,3,5
4989,France Ligue 1,2008/2009,0,1,-1,1
4990,France Ligue 1,2008/2009,2,0,2,2
4991,France Ligue 1,2008/2009,0,1,-1,1
4992,France Ligue 1,2008/2009,1,0,1,1
4993,France Ligue 1,2008/2009,2,0,2,2
4994,France Ligue 1,2008/2009,1,1,0,2
4995,France Ligue 1,2008/2009,0,0,0,0
4996,France Ligue 1,2008/2009,2,1,1,3
4997,France Ligue 1,2008/2009,1,1,0,2
4998,France Ligue 1,2008/2009,3,1,2,4
4999,France Ligue 1,2008/2009,1,0,1,1
5000,France Ligue 1,2008/2009,0,0,0,0
5001,France Ligue 1,2008/2009,1,3,-2,4
5002,France Ligue 1,2008/2009,1,3,-2,4
5003,France Ligue 1,2008/2009,0,1,-1,1
5004,France Ligue 1,2008/2009,0,2,-2,2
5005,France Ligue 1,2008/2009,2,1,1,3
5006,France Ligue 1,2008/2009,0,3,-3,3
5007,France Ligue 1,2008/2009,3,0,3,3
5008,France Ligue 1,2008/2009,2,0,2,2
5009,France Ligue 1,2008/2009,0,2,-2,2
5010,France Ligue 1,2008/2009,1,2,-1,3
5011,France Ligue 1,2008/2009,2,0,2,2
5012,France Ligue 1,2008/2009,0,0,0,0
5013,France Ligue 1,2008/2009,2,2,0,4
5014,France Ligue 1,2008/2009,4,1,3,5
5015,France Ligue 1,2008/2009,2,0,2,2
5016,France Ligue 1,2008/2009,2,0,2,2
5017,France Ligue 1,2008/2009,1,0,1,1
5018,France Ligue 1,2008/2009,1,0,1,1
5019,France Ligue 1,2008/2009,1,0,1,1
5020,France Ligue 1,2008/2009,1,2,-1,3
5021,France Ligue 1,2008/2009,1,0,1,1
5022,France Ligue 1,2008/2009,1,2,-1,3
5023,France Ligue 1,2008/2009,3,1,2,4
5024,France Ligue 1,2008/2009,2,0,2,2
5025,France Ligue 1,2008/2009,3,0,3,3
5026,France Ligue 1,2008/2009,2,1,1,3
5027,France Ligue 1,2008/2009,0,1,-1,1
5028,France Ligue 1,2008/2009,0,2,-2,2
5029,France Ligue 1,2008/2009,2,1,1,3
5030,France Ligue 1,2008/2009,0,1,-1,1
5031,France Ligue 1,2008/2009,0,1,-1,1
5032,France Ligue 1,2008/2009,1,2,-1,3
5033,France Ligue 1,2008/2009,0,0,0,0
5034,France Ligue 1,2008/2009,2,0,2,2
5035,France Ligue 1,2008/2009,3,1,2,4
5036,France Ligue 1,2008/2009,2,3,-1,5
5037,France Ligue 1,2008/2009,1,1,0,2
5038,France Ligue 1,2008/2009,1,1,0,2
5039,France Ligue 1,2008/2009,3,0,3,3
5040,France Ligue 1,2008/2009,3,1,2,4
5041,France Ligue 1,2008/2009,0,0,0,0
5042,France Ligue 1,2008/2009,3,1,2,4
5043,France Ligue 1,2008/2009,2,2,0,4
5044,France Ligue 1,2008/2009,0,1,-1,1
5045,France Ligue 1,2008/2009,1,2,-1,3
5046,France Ligue 1,2008/2009,0,1,-1,1
5047,France Ligue 1,2008/2009,0,0,0,0
5048,France Ligue 1,2008/2009,2,0,2,2
5049,France Ligue 1,2008/2009,2,0,2,2
5050,France Ligue 1,2008/2009,2,4,-2,6
5051,France Ligue 1,2008/2009,0,1,-1,1
5052,France Ligue 1,2008/2009,3,0,3,3
5053,France Ligue 1,2008/2009,2,2,0,4
5054,France Ligue 1,2008/2009,0,2,-2,2
5055,France Ligue 1,2008/2009,1,0,1,1
5056,France Ligue 1,2008/2009,3,0,3,3
5057,France Ligue 1,2008/2009,0,0,0,0
5058,France Ligue 1,2008/2009,1,2,-1,3
5059,France Ligue 1,2008/2009,3,2,1,5
5060,France Ligue 1,2008/2009,2,0,2,2
5061,France Ligue 1,2008/2009,0,0,0,0
5062,France Ligue 1,2008/2009,1,1,0,2
5063,France Ligue 1,2008/2009,1,1,0,2
5064,France Ligue 1,2008/2009,1,3,-2,4
5065,France Ligue 1,2008/2009,1,1,0,2
5066,France Ligue 1,2008/2009,1,1,0,2
5067,France Ligue 1,2008/2009,1,2,-1,3
5068,France Ligue 1,2008/2009,2,2,0,4
5069,France Ligue 1,2008/2009,1,0,1,1
5070,France Ligue 1,2008/2009,1,0,1,1
5071,France Ligue 1,2008/2009,0,1,-1,1
5072,France Ligue 1,2008/2009,1,1,0,2
5073,France Ligue 1,2008/2009,3,1,2,4
5074,France Ligue 1,2008/2009,1,2,-1,3
5075,France Ligue 1,2008/2009,0,2,-2,2
5076,France Ligue 1,2008/2009,3,1,2,4
5077,France Ligue 1,2008/2009,2,1,1,3
5078,France Ligue 1,2008/2009,2,1,1,3
5079,France Ligue 1,2008/2009,0,1,-1,1
5080,France Ligue 1,2008/2009,0,1,-1,1
5081,France Ligue 1,2008/2009,3,2,1,5
5082,France Ligue 1,2008/2009,1,1,0,2
5083,France Ligue 1,2008/2009,4,0,4,4
5084,France Ligue 1,2008/2009,2,1,1,3
5085,France Ligue 1,2008/2009,0,0,0,0
5086,France Ligue 1,2008/2009,0,0,0,0
5087,France Ligue 1,2008/2009,4,0,4,4
5088,France Ligue 1,2008/2009,0,0,0,0
5089,France Ligue 1,2008/2009,0,1,-1,1
5090,France Ligue 1,2008/2009,1,0,1,1
5091,France Ligue 1,2008/2009,2,1,1,3
5092,France Ligue 1,2008/2009,0,2,-2,2
5093,France Ligue 1,2008/2009,2,1,1,3
5094,France Ligue 1,2008/2009,2,1,1,3
5095,France Ligue 1,2008/2009,1,4,-3,5
5096,France Ligue 1,2008/2009,2,0,2,2
5097,France Ligue 1,2008/2009,0,1,-1,1
5098,France Ligue 1,2008/2009,0,0,0,0
5099,France Ligue 1,2008/2009,1,1,0,2
5100,France Ligue 1,2008/2009,1,1,0,2
5101,France Ligue 1,2008/2009,2,0,2,2
5102,France Ligue 1,2008/2009,1,2,-1,3
5103,France Ligue 1,2008/2009,3,2,1,5
5104,France Ligue 1,2008/2009,2,0,2,2
5105,France Ligue 1,2008/2009,1,0,1,1
5106,France Ligue 1,2008/2009,1,1,0,2
5107,France Ligue 1,2008/2009,1,1,0,2
5108,France Ligue 1,2008/2009,1,1,0,2
5109,France Ligue 1,2008/2009,0,1,-1,1
5110,France Ligue 1,2008/2009,0,1,-1,1
5111,France Ligue 1,2008/2009,1,1,0,2
5112,France Ligue 1,2008/2009,3,2,1,5
5113,France Ligue 1,2008/2009,0,0,0,0
5114,France Ligue 1,2008/2009,0,0,0,0
5115,France Ligue 1,2008/2009,2,0,2,2
5116,France Ligue 1,2008/2009,2,2,0,4
5117,France Ligue 1,2008/2009,1,0,1,1
5118,France Ligue 1,2008/2009,2,1,1,3
5119,France Ligue 1,2008/2009,3,0,3,3
5120,France Ligue 1,2008/2009,1,1,0,2
5121,France Ligue 1,2008/2009,3,0,3,3
5122,France Ligue 1,2008/2009,1,1,0,2
5123,France Ligue 1,2008/2009,2,1,1,3
5124,France Ligue 1,2008/2009,0,2,-2,2
5125,France Ligue 1,2008/2009,0,1,-1,1
5126,France Ligue 1,2008/2009,1,0,1,1
5127,France Ligue 1,2008/2009,1,1,0,2
5128,France Ligue 1,2008/2009,0,1,-1,1
5129,France Ligue 1,2008/2009,0,1,-1,1
5130,France Ligue 1,2008/2009,1,2,-1,3
5131,France Ligue 1,2008/2009,1,0,1,1
5132,France Ligue 1,2008/2009,1,2,-1,3
5133,France Ligue 1,2008/2009,2,1,1,3
5134,France Ligue 1,2008/2009,1,1,0,2
5135,France Ligue 1,2008/2009,1,1,0,2
5136,France Ligue 1,2008/2009,3,0,3,3
5137,France Ligue 1,2008/2009,2,0,2,2
5138,France Ligue 1,2008/2009,1,0,1,1
5139,France Ligue 1,2008/2009,0,0,0,0
5140,France Ligue 1,2008/2009,2,1,1,3
5141,France Ligue 1,2008/2009,2,2,0,4
5142,France Ligue 1,2008/2009,2,0,2,2
5143,France Ligue 1,2008/2009,2,2,0,4
5144,France Ligue 1,2008/2009,1,2,-1,3
5145,France Ligue 1,2008/2009,1,0,1,1
5146,France Ligue 1,2008/2009,3,2,1,5
5147,France Ligue 1,2008/2009,1,1,0,2
5148,France Ligue 1,2008/2009,1,3,-2,4
5149,France Ligue 1,2009/2010,0,1,-1,1
5150,France Ligue 1,2009/2010,4,1,3,5
5151,France Ligue 1,2009/2010,0,2,-2,2
5152,France Ligue 1,2009/2010,2,2,0,4
5153,France Ligue 1,2009/2010,1,2,-1,3
5154,France Ligue 1,2009/2010,1,0,1,1
5155,France Ligue 1,2009/2010,1,1,0,2
5156,France Ligue 1,2009/2010,3,0,3,3
5157,France Ligue 1,2009/2010,0,2,-2,2
5158,France Ligue 1,2009/2010,1,3,-2,4
5159,France Ligue 1,2009/2010,3,2,1,5
5160,France Ligue 1,2009/2010,3,0,3,3
5161,France Ligue 1,2009/2010,1,3,-2,4
5162,France Ligue 1,2009/2010,1,2,-1,3
5163,France Ligue 1,2009/2010,0,2,-2,2
5164,France Ligue 1,2009/2010,1,0,1,1
5165,France Ligue 1,2009/2010,4,1,3,5
5166,France Ligue 1,2009/2010,3,0,3,3
5167,France Ligue 1,2009/2010,0,2,-2,2
5168,France Ligue 1,2009/2010,1,0,1,1
5169,France Ligue 1,2009/2010,1,0,1,1
5170,France Ligue 1,2009/2010,4,0,4,4
5171,France Ligue 1,2009/2010,1,2,-1,3
5172,France Ligue 1,2009/2010,2,0,2,2
5173,France Ligue 1,2009/2010,1,0,1,1
5174,France Ligue 1,2009/2010,0,1,-1,1
5175,France Ligue 1,2009/2010,2,0,2,2
5176,France Ligue 1,2009/2010,1,1,0,2
5177,France Ligue 1,2009/2010,2,0,2,2
5178,France Ligue 1,2009/2010,0,0,0,0
5179,France Ligue 1,2009/2010,2,1,1,3
5180,France Ligue 1,2009/2010,1,0,1,1
5181,France Ligue 1,2009/2010,1,2,-1,3
5182,France Ligue 1,2009/2010,0,2,-2,2
5183,France Ligue 1,2009/2010,1,1,0,2
5184,France Ligue 1,2009/2010,1,1,0,2
5185,France Ligue 1,2009/2010,1,0,1,1
5186,France Ligue 1,2009/2010,0,3,-3,3
5187,France Ligue 1,2009/2010,0,1,-1,1
5188,France Ligue 1,2009/2010,1,4,-3,5
5189,France Ligue 1,2009/2010,0,1,-1,1
5190,France Ligue 1,2009/2010,2,0,2,2
5191,France Ligue 1,2009/2010,5,0,5,5
5192,France Ligue 1,2009/2010,5,5,0,10
5193,France Ligue 1,2009/2010,0,0,0,0
5194,France Ligue 1,2009/2010,0,1,-1,1
5195,France Ligue 1,2009/2010,0,1,-1,1
5196,France Ligue 1,2009/2010,1,2,-1,3
5197,France Ligue 1,2009/2010,3,2,1,5
5198,France Ligue 1,2009/2010,1,1,0,2
5199,France Ligue 1,2009/2010,2,0,2,2
5200,France Ligue 1,2009/2010,0,1,-1,1
5201,France Ligue 1,2009/2010,2,5,-3,7
5202,France Ligue 1,2009/2010,1,1,0,2
5203,France Ligue 1,2009/2010,2,1,1,3
5204,France Ligue 1,2009/2010,3,0,3,3
5205,France Ligue 1,2009/2010,2,0,2,2
5206,France Ligue 1,2009/2010,1,0,1,1
5207,France Ligue 1,2009/2010,2,1,1,3
5208,France Ligue 1,2009/2010,0,2,-2,2
5209,France Ligue 1,2009/2010,1,1,0,2
5210,France Ligue 1,2009/2010,1,0,1,1
5211,France Ligue 1,2009/2010,4,0,4,4
5212,France Ligue 1,2009/2010,2,2,0,4
5213,France Ligue 1,2009/2010,1,1,0,2
5214,France Ligue 1,2009/2010,4,0,4,4
5215,France Ligue 1,2009/2010,0,3,-3,3
5216,France Ligue 1,2009/2010,1,0,1,1
5217,France Ligue 1,2009/2010,1,0,1,1
5218,France Ligue 1,2009/2010,1,0,1,1
5219,France Ligue 1,2009/2010,1,3,-2,4
5220,France Ligue 1,2009/2010,1,0,1,1
5221,France Ligue 1,2009/2010,2,1,1,3
5222,France Ligue 1,2009/2010,1,0,1,1
5223,France Ligue 1,2009/2010,4,3,1,7
5224,France Ligue 1,2009/2010,2,1,1,3
5225,France Ligue 1,2009/2010,1,3,-2,4
5226,France Ligue 1,2009/2010,1,0,1,1
5227,France Ligue 1,2009/2010,0,0,0,0
5228,France Ligue 1,2009/2010,3,1,2,4
5229,France Ligue 1,2009/2010,2,1,1,3
5230,France Ligue 1,2009/2010,2,0,2,2
5231,France Ligue 1,2009/2010,0,0,0,0
5232,France Ligue 1,2009/2010,0,1,-1,1
5233,France Ligue 1,2009/2010,2,0,2,2
5234,France Ligue 1,2009/2010,0,4,-4,4
5235,France Ligue 1,2009/2010,1,2,-1,3
5236,France Ligue 1,2009/2010,3,0,3,3
5237,France Ligue 1,2009/2010,1,0,1,1
5238,France Ligue 1,2009/2010,0,1,-1,1
5239,France Ligue 1,2009/2010,1,1,0,2
5240,France Ligue 1,2009/2010,4,1,3,5
5241,France Ligue 1,2009/2010,0,0,0,0
5242,France Ligue 1,2009/2010,1,1,0,2
5243,France Ligue 1,2009/2010,3,0,3,3
5244,France Ligue 1,2009/2010,1,1,0,2
5245,France Ligue 1,2009/2010,0,2,-2,2
5246,France Ligue 1,2009/2010,1,0,1,1
5247,France Ligue 1,2009/2010,0,0,0,0
5248,France Ligue 1,2009/2010,0,0,0,0
5249,France Ligue 1,2009/2010,1,1,0,2
5250,France Ligue 1,2009/2010,1,0,1,1
5251,France Ligue 1,2009/2010,3,2,1,5
5252,France Ligue 1,2009/2010,1,2,-1,3
5253,France Ligue 1,2009/2010,0,2,-2,2
5254,France Ligue 1,2009/2010,0,4,-4,4
5255,France Ligue 1,2009/2010,2,2,0,4
5256,France Ligue 1,2009/2010,4,0,4,4
5257,France Ligue 1,2009/2010,2,0,2,2
5258,France Ligue 1,2009/2010,1,2,-1,3
5259,France Ligue 1,2009/2010,2,1,1,3
5260,France Ligue 1,2009/2010,2,0,2,2
5261,France Ligue 1,2009/2010,2,2,0,4
5262,France Ligue 1,2009/2010,1,0,1,1
5263,France Ligue 1,2009/2010,1,0,1,1
5264,France Ligue 1,2009/2010,4,0,4,4
5265,France Ligue 1,2009/2010,1,1,0,2
5266,France Ligue 1,2009/2010,3,1,2,4
5267,France Ligue 1,2009/2010,2,3,-1,5
5268,France Ligue 1,2009/2010,3,1,2,4
5269,France Ligue 1,2009/2010,0,0,0,0
5270,France Ligue 1,2009/2010,1,1,0,2
5271,France Ligue 1,2009/2010,1,2,-1,3
5272,France Ligue 1,2009/2010,0,3,-3,3
5273,France Ligue 1,2009/2010,3,1,2,4
5274,France Ligue 1,2009/2010,2,0,2,2
5275,France Ligue 1,2009/2010,1,0,1,1
5276,France Ligue 1,2009/2010,0,2,-2,2
5277,France Ligue 1,2009/2010,1,1,0,2
5278,France Ligue 1,2009/2010,1,3,-2,4
5279,France Ligue 1,2009/2010,0,2,-2,2
5280,France Ligue 1,2009/2010,1,3,-2,4
5281,France Ligue 1,2009/2010,0,1,-1,1
5282,France Ligue 1,2009/2010,1,3,-2,4
5283,France Ligue 1,2009/2010,2,1,1,3
5284,France Ligue 1,2009/2010,0,1,-1,1
5285,France Ligue 1,2009/2010,0,1,-1,1
5286,France Ligue 1,2009/2010,0,0,0,0
5287,France Ligue 1,2009/2010,2,1,1,3
5288,France Ligue 1,2009/2010,0,0,0,0
5289,France Ligue 1,2009/2010,1,0,1,1
5290,France Ligue 1,2009/2010,0,0,0,0
5291,France Ligue 1,2009/2010,1,3,-2,4
5292,France Ligue 1,2009/2010,1,0,1,1
5293,France Ligue 1,2009/2010,2,1,1,3
5294,France Ligue 1,2009/2010,3,2,1,5
5295,France Ligue 1,2009/2010,2,0,2,2
5296,France Ligue 1,2009/2010,1,0,1,1
5297,France Ligue 1,2009/2010,4,0,4,4
5298,France Ligue 1,2009/2010,1,1,0,2
5299,France Ligue 1,2009/2010,0,2,-2,2
5300,France Ligue 1,2009/2010,5,0,5,5
5301,France Ligue 1,2009/2010,2,1,1,3
5302,France Ligue 1,2009/2010,5,1,4,6
5303,France Ligue 1,2009/2010,1,1,0,2
5304,France Ligue 1,2009/2010,0,3,-3,3
5305,France Ligue 1,2009/2010,4,2,2,6
5306,France Ligue 1,2009/2010,3,0,3,3
5307,France Ligue 1,2009/2010,1,1,0,2
5308,France Ligue 1,2009/2010,0,0,0,0
5309,France Ligue 1,2009/2010,1,0,1,1
5310,France Ligue 1,2009/2010,3,1,2,4
5311,France Ligue 1,2009/2010,0,0,0,0
5312,France Ligue 1,2009/2010,3,1,2,4
5313,France Ligue 1,2009/2010,1,1,0,2
5314,France Ligue 1,2009/2010,1,0,1,1
5315,France Ligue 1,2009/2010,1,2,-1,3
5316,France Ligue 1,2009/2010,1,0,1,1
5317,France Ligue 1,2009/2010,0,0,0,0
5318,France Ligue 1,2009/2010,2,1,1,3
5319,France Ligue 1,2009/2010,1,2,-1,3
5320,France Ligue 1,2009/2010,1,3,-2,4
5321,France Ligue 1,2009/2010,0,1,-1,1
5322,France Ligue 1,2009/2010,3,0,3,3
5323,France Ligue 1,2009/2010,3,1,2,4
5324,France Ligue 1,2009/2010,1,0,1,1
5325,France Ligue 1,2009/2010,1,0,1,1
5326,France Ligue 1,2009/2010,1,2,-1,3
5327,France Ligue 1,2009/2010,1,0,1,1
5328,France Ligue 1,2009/2010,0,4,-4,4
5329,France Ligue 1,2009/2010,2,1,1,3
5330,France Ligue 1,2009/2010,1,2,-1,3
5331,France Ligue 1,2009/2010,1,0,1,1
5332,France Ligue 1,2009/2010,2,0,2,2
5333,France Ligue 1,2009/2010,1,0,1,1
5334,France Ligue 1,2009/2010,3,1,2,4
5335,France Ligue 1,2009/2010,0,2,-2,2
5336,France Ligue 1,2009/2010,0,3,-3,3
5337,France Ligue 1,2009/2010,1,0,1,1
5338,France Ligue 1,2009/2010,1,0,1,1
5339,France Ligue 1,2009/2010,1,0,1,1
5340,France Ligue 1,2009/2010,1,1,0,2
5341,France Ligue 1,2009/2010,0,0,0,0
5342,France Ligue 1,2009/2010,1,1,0,2
5343,France Ligue 1,2009/2010,1,1,0,2
5344,France Ligue 1,2009/2010,1,1,0,2
5345,France Ligue 1,2009/2010,2,3,-1,5
5346,France Ligue 1,2009/2010,1,0,1,1
5347,France Ligue 1,2009/2010,1,1,0,2
5348,France Ligue 1,2009/2010,1,0,1,1
5349,France Ligue 1,2009/2010,0,1,-1,1
5350,France Ligue 1,2009/2010,1,0,1,1
5351,France Ligue 1,2009/2010,1,0,1,1
5352,France Ligue 1,2009/2010,1,1,0,2
5353,France Ligue 1,2009/2010,0,0,0,0
5354,France Ligue 1,2009/2010,1,1,0,2
5355,France Ligue 1,2009/2010,1,3,-2,4
5356,France Ligue 1,2009/2010,4,1,3,5
5357,France Ligue 1,2009/2010,1,1,0,2
5358,France Ligue 1,2009/2010,0,2,-2,2
5359,France Ligue 1,2009/2010,2,1,1,3
5360,France Ligue 1,2009/2010,3,1,2,4
5361,France Ligue 1,2009/2010,2,0,2,2
5362,France Ligue 1,2009/2010,0,0,0,0
5363,France Ligue 1,2009/2010,0,0,0,0
5364,France Ligue 1,2009/2010,2,1,1,3
5365,France Ligue 1,2009/2010,2,1,1,3
5366,France Ligue 1,2009/2010,1,0,1,1
5367,France Ligue 1,2009/2010,4,1,3,5
5368,France Ligue 1,2009/2010,0,0,0,0
5369,France Ligue 1,2009/2010,0,3,-3,3
5370,France Ligue 1,2009/2010,4,0,4,4
5371,France Ligue 1,2009/2010,1,2,-1,3
5372,France Ligue 1,2009/2010,2,1,1,3
5373,France Ligue 1,2009/2010,1,1,0,2
5374,France Ligue 1,2009/2010,2,0,2,2
5375,France Ligue 1,2009/2010,2,0,2,2
5376,France Ligue 1,2009/2010,1,1,0,2
5377,France Ligue 1,2009/2010,0,1,-1,1
5378,France Ligue 1,2009/2010,2,3,-1,5
5379,France Ligue 1,2009/2010,1,3,-2,4
5380,France Ligue 1,2009/2010,4,1,3,5
5381,France Ligue 1,2009/2010,4,0,4,4
5382,France Ligue 1,2009/2010,2,0,2,2
5383,France Ligue 1,2009/2010,0,0,0,0
5384,France Ligue 1,2009/2010,5,1,4,6
5385,France Ligue 1,2009/2010,3,0,3,3
5386,France Ligue 1,2009/2010,0,1,-1,1
5387,France Ligue 1,2009/2010,0,2,-2,2
5388,France Ligue 1,2009/2010,2,0,2,2
5389,France Ligue 1,2009/2010,1,1,0,2
5390,France Ligue 1,2009/2010,1,2,-1,3
5391,France Ligue 1,2009/2010,1,1,0,2
5392,France Ligue 1,2009/2010,1,2,-1,3
